sample_idx,tweet_pos,tweet_id,text,strict_majority_label,unique_highest_frequency_label,chatgpt_label,strict_majority_is_8emotion,unique_highest_frequency_is_8emotion
18,11,1475179009910747136,"Pročitao 20-ak priča #NisamPrijavila i došao do jednostavnog zaključka živimo u društvu jebenih manijaka. Komšije i rođaci pedofili, muževi i momci posesivni ludaci, gomila uticajnih i uglađenih muškaraca su zapravo teško dno.",gađenje,gađenje,bes,true,true
18,13,1475365621261115394,"Kako ovakve situacije #NisamPrijavila uvek izbace na povrsinu pravi talog i one skivene bolesnike, ogole ih sami se jave kao najveci sljam. Tuga je jos veca jer je mnogo zena medju njima",gađenje,gađenje,tuga,true,true
18,14,1475414698283700225,@[user] Samo se ti zajebavaj posle ce da bude #nisamprijavila a muz ti brani😂😂,,Emocionalno neutralno,radost,false,false
18,16,1475724041386401794,Srecna sam sto nemam licno iskustvo na temu #NisamPrijavila. Ne znam da li me vise plase podeljena iskustva ili komentari manijaka.,strah,strah,strah,true,true
18,17,1476241765032251393,"@[user] Ето зашто #NisamPrijavila !!!
Ужас је блага реч.",gađenje,gađenje,strah,true,true
18,18,1475419654587879424,"Je li se ijedan jedini akter političkog života u CG uključio u dijalog oko #NisamPrijavila, ili se javljaju samo kad im je oportunitetno? Institucije ne moram ni da pominjem.",gađenje,gađenje,bes,true,true
18,19,1475169479030185985,"Vuline, liberalizuj zakon o oružju kako si najavljivao! 

Kad bude pištolj u ženskoj torbici većina tih ""junaka"" će se zavući pod kamen ispod koga su izmilili... #NisamPrijavila",,iščekivanje,bes,false,true
18,20,1475496835980668931,"@[user] Izmišljaju priče zarad popularnosti
#nisamprijavila",,gađenje,bes,false,true
18,21,1475144619256164357,"meni i ženama i devojkama iz mog okruženja se desilo minimum 100 puta otkad znam za sebe da nas neko uznemirava, jedina je sreća pa sam uvek spremna da se pobijem do krvi sa idiotima i napravim incident i pustite priču nisu svi isti pravda za muškarce bla bla #NisamPrijavila",bes,bes,bes,true,true
18,22,1475298523721928704,"Hvala svim predivnim zenama koje su podelile svoju pricu sa nama. Hvala i onim drugim zenama i muskarcima na konstruktivnim savetima. Hvala na razumevanju i spremnosti da nas cujete.
#NisamPrijavila
#nisisama",radost,radost,poverenje,true,true
18,23,1475090852515127305,"prijavila sam, ali sam poželela da #NisamPrijavila jer me je policajac/detektiv odveo na poligraf sa rečenicom ""znaš, devojčice često lažu o silovanju. žele, pa zažale i ih bude sramota pa kažu da su bile silovane.""",gađenje,gađenje,strah,true,true
18,24,1475067001139781635,"#NisamPrijavila Jer nije bilo modrica. Jer je bio omiljen,uspešan,harizmatican,jer mi niko nije verovao. Jer sam posle godinu i po dana njegovog ponavljanja i sama poverovala da sam glupa,nesposobna,nedovoljna,i da je za mene samo kuhinja. 👇",,,tuga,false,false
18,25,1475026030830276609,"kad su mi se dešavale te #NisamPrijavila priče, nije mi na pamet padalo da je to kažnjivo, nego sam mislila da to tako funkcioniše, delovalo je da pretpostavljeni ima pravo na takvo ponašanje, a ja mogu da neću, i onda dobijem otkaz a niko me fizički nije ugrozio, sve ok.",,iznenađenje,bes,false,true
18,26,1475252350164123651,"#NisamPrijavila Jesam, prijavila sam, uzeli su zapisnik i rekli “pozvaćmo ga na informativni razgovor ali od ovoga nema ništa”. Njihov kolega koji je bio svedok rekao je da ništa nije video 🤷🏻‍♀️",,Emocionalno neutralno,bes,false,false
18,27,1475034322356867073,"#NisamPrijavila boli svaka vasa rec napisana. Izvinite za svaki put kad vas nismo razumeli, zastitili, saslusali... Molim vas nastavite da govorite!",tuga,tuga,tuga,true,true
18,28,1476235783677923329,"Док се неки питају зашто баш сада кампања #nisamprijavila у Сомбору је убијена цела једна породица и то од руке ""главе породице"" - насилника који је пре 5 дана изашао из затвора и имао забрану приласка.",bes,bes,bes,true,true
18,29,1475513119833305092,"Tag #NisamPrijavila je možda najvažniji tag koji se pojavio u virtuelnom i realnom prostoru. Činjenica je da pol ne određuje karakter i da su generalizacije bolne. Ali, nešto sa našim muškim svetom debelo nije u redu. Vi, dragi i normalni muškarci, nemojte se osetiti prozvanim.",,Emocionalno neutralno,bes,false,false
18,31,1475389741302489088,"#Nisamprijavila ...
Čitam i ne mogu da se ne gadim muškog roda.
Da se razumijemo, đubre sam na mnogo načina, ali zlostavljati ženu ili dijete do traume za života!??
I ne umijem pojmiti drugačiju kaznu do otkidanja glave skotu...",gađenje,gađenje,gađenje,true,true
18,32,1475174419979018246,"Ja nikad neću skupiti hrabrost da detaljno napišem #NisamPrijavila tvit, a svima vama koji jeste, svaka čast.",strah,strah,strah,true,true
18,33,1475337793421422592,Nocas je bilo tesko i potresno slusati spejs #NisamPrijavila sve pohvale za hrabrobrost svim zenama i devojkama koje su se ukljucivale i iznosile uzasne potresne traume koje su dozivele. Trebalo bi nastaviti sa pritiskom na celokupnu javnost da se takve stvari vise ne dese nikome,,,tuga,false,false
18,34,1475574104023605248,"#nisamprijavila jer kako posle svega da pogledam svojoj majci u oči i da ih vidim pune suza. Dovoljne su bile jedne, moje.",tuga,tuga,tuga,true,true
18,35,1475041433925128193,"#NisamPrijavila ni posle treceg puta kada me je gusio sve dok nisam bila na ivici onesvescivanja. Tome su prethodile moje reci da odlazim. 
Niko nije znao. Nikome ne mozete ni da objasnite zasto niste rekli. 
Zato sto je svest pomucena, rasudjivanje zaliveno suzama.",tuga,tuga,strah,true,true
18,36,1475077038268723204,"Pratite tag #NisamPrijavila i podržite žene koje su se osnažile da pišu o svojim iskustvima i prekinu relativizaciju nasilja ❤
Svaka priča je važna 💫",poverenje,poverenje,poverenje,true,true
18,37,1475745779147055104,"#NisamPrijavila Kada kao u Grčkoj ćerke budu dobijale na dar stan od svojih roditelja kada se udaju, onda će i kod nas biti lakše otići i ne morati trpeti.(nadam se da je još uvek tamo takav običaj)",iščekivanje,iščekivanje,iščekivanje,true,true
18,38,1475895777176260610,"#NisamPrijavila jer sam se plašila, pretili su mi da moram da ćutim. Plašila sam se njih, plašila sam se roditelja da ne saznaju, plašila sam se osude. Zapravo nisam ni znala šta mi se desilo, jer sam imala samo 12... Kako sam rasla, počela sam da shvatam težinu dela",strah,strah,strah,true,true
18,40,1475270273855373316,"Ja ceo dan čitam tvitove sa #nisamprijavila i uopste se ne pronalazim dok ne shvatih da sam potisnula u mali mozak da su šamar i vučenje za kosu na sred trga u gradu (naočigled svih ljudi iz obližnjeg fast food-a) nasilje.
Nazivajte stvari pravim imenima.
Hvala za hešteg.",,iznenađenje,iznenađenje,false,true
18,41,1475434928833765377,"#NisamPrijavila jer sam imala 5 godina i jer sam mislila da sam ja kriva što sam pristala da skinem odeću i sednem starijem dečku u krilo, jer me je nagovorio, a šta sam znala sa 5 godina. Sem to da sam istraumirana godinama posle od tog događaja.",,tuga,tuga,false,true
18,42,1475041872175378435,#Nisamprijavila Prijavljujte sve! Svaki dan ih prijavljujte!,Emocionalno neutralno,Emocionalno neutralno,bes,false,false
18,43,1475519523226898433,"@[user] Tragedija, tisuće teških priznanja i skupljenih hrabrosti objavljivanja svoje intime na #nisamprijavila. I onda ekipa dodje i kmeči bezbrojnim postovima na sav glas o tragediji generalizacije prema muškom rodu, i to zbog par priglupih komentara u moru objava.
#attentionwhores",bes,bes,bes,true,true
18,44,1480306212893863940,#NisamPrijavila momenat me je toliko potresao da sam počela da sanjam neke svoje verzije inspirisane svim tim priznanjima žena.,tuga,tuga,tuga,true,true
18,45,1475516461011644420,#NisamPrijavila jer državne/javne institucije ne daju sigurnost ženama i zato što te iste osobe gledaju žene kao da su zaslužile to što si im se desilo i teraju te da proživljavaš traumu iznova i iznova. Žena je uvek kriva što je nasilje izvršeno nad njom. I javno te obeleže.,bes,bes,bes,true,true
18,46,1475611319353098244,препричана искуства из #NisamPrijavila су само показатељ колико нам је друштво на јако лошем месту. Подршка свакој жени❤️,,tuga,tuga,false,true
18,47,1475069954739347458,#Nisamtrazila #Nisamprijavila full suport!,poverenje,poverenje,bes,true,true
18,48,1475337988439781384,"#NisamPrijavila jer sam imala 5 godina, jer nisam rekla nikom i nisam znala sta mi je ciniti i jer me je bilo sramota i jer mi je 19 godina trebalo da progovorim o tome sa vrlo bliskim krugom ljudi. I jer je sada verovatno kasno za #PrijavilaSam Eto...",,strah,tuga,false,true
18,49,1475108760137969668,"#NisamPrijavila jer od šoka organizam stvori različite mehanizme odbrane. Derealizaciju, paralisanost od stresa, poricanje, pa čak i gubitak sećanja o događaju. Godine su nekad potrebne da mozak rekonstruiše sve i da dođeš do tog mirnog stanja da kažeš: desilo se.",,strah,strah,false,true
19,0,1474883068007747586,"na koju se grejemo beba od mesec dana i mi. 
#nisamprijavila jer nije bilo vidljivo na telu vređanje, finansijska kontrola, ignorisanje (silent treatment) mene danima ako se usudim da kažem nešto što nije po volji. #nisamprijavila jer je u društvu bio nasmejan, veseo, duhovit",,strah,strah,false,true
19,1,1475102661431209992,"svaka cast svima koji su imale hrabrosti da prezive i da napisu svoje price🙌🏼❤️bravo❤️  
#NisamPrijavila desilo se skoro i ne zelim da pravim dramu,smatram da je mala stvar i da nece mnogo da se preduzme oko toga i tek ce onda da prodje prica oko celog grada",,Emocionalno neutralno,radost,false,false
19,2,1475153035525509120,Oprosti mi što #nisamprijavila ja onda kad ti nisi imala snage!,tuga,tuga,tuga,true,true
19,3,1475555273943265280,"I, da, #NisamPrijavila ali to je sad nebitno. Bitno je da sam preživela i ojačala zahvaljujući sličnim sebi, a ima nas previše.",,,poverenje,false,false
19,5,1475298054093910022,"#NisamPrijavila 
... zato što su možda obrasci isti, ali je svačija priča različita.

Dakle, bez mnogo priče dok ne znate priču.",,bes,iščekivanje,false,true
19,6,1475108790949318666,Ja jos uvek nisam spremna da napisem sta i zasto #NisamPrijavila ali sam procitala svaki tvit i verujem da svet ostavljamo boljim mestom jer sada znamo sta nije u redu,,,poverenje,false,false
19,7,1475960829581352967,"@[user] @[user] Ali to ne umanjuje ni značaj ni validnost pokreta. On ne može da umanji poverenje u institucije, jer institucije ne postoje. #nisamprijavila je poziv za stvaranje institucija koje će se brinuti o žrtvama.",,,bes,false,false
19,9,1475168300015497223,"@[user] Nažalost, svugdje je tako... Imala sam i ja takvih #NisamPrijavila situacija na bacanje, ali blažih. Čak i ono što sam prijavila dočekano je s ""Ma, izmišljaš gluposti"".",,gađenje,tuga,false,true
19,10,1475369912981929985,"#nisamprijavila jer je bilo psihicko maltretiranje,jer sam ga se plasila,jer mi je trebalo vremena da shvatim sta se desava,jer se desavalo u periodu od god dana nakon smrti moje majke i bila sam jako ranjiva,jako tesko sam podnela njen gubitak,nisam prijavila jer znam da ne mogu",strah,strah,strah,true,true
19,11,1475582227048280064,ali ovi bolesnici koji na #NisamPrijavila reaguju sa svojim jeftinim šalama i propalim humorom zaslužuju pakao i ništa manje od toga,bes,bes,bes,true,true
19,12,1475767866851008514,#nisamprijavila jer je trebalo da prodje 7 godina da prepoznam da je to sto se desilo bilo silovanje. Posle rada sa psihoterapeutom i terapije MDMA-em sam mnogo manje besna i znam da smo svi uzasno propatili od katastrofalne seksualne edukacije iz porno filmova. 1/2,,bes,bes,false,true
19,13,1475515598536904713,"@[user] je prva napravila rupu u toj brani ćutanja. Sledeći je, hiljade su progovorile ili pružile podršku i kao reka probile branu. Ne treba da dozvolimo, da se brana ponovo podigne, zbog onih koje su progovorile #NisamPrijavila i onih koje nisu. Zbog svih nas 💜",,,poverenje,false,false
19,14,1475786710743142412,Ogromna podrška za sve žene koje su skupile hrabrosti da posle toliko godina obelodane tamu. ❤️ #nisamprijavila,radost,radost,poverenje,true,true
19,15,1475048760778629120,"Čitam sve #Nisamprijavila. Ako niste među njima, zahvalite se Bogu, iščitajte i nemojte nikad, ama nikad, da ne budete podrška nekoj ženi.",,poverenje,bes,false,true
19,16,1475927395290992641,"numero je detaljan prikaz kako i zlostavljaci imaju baby face, izgledaju otuzno i nevino dok se unutar 4 zida desava kaos.
Nikad mi se netko nije tako brzo zgadio (bio mi je jedan od najdrazih repera u hazzeovom zlatnom vremenu) sad mi se okrece zeludac na njega #NisamPrijavila",gađenje,gađenje,gađenje,true,true
19,17,1475601987441987590,"Čitam #NisamPrijavila i ono što me najviše brine jeste kultura nasilja koja cveta među devojčicama i dečacima uzrasta 12, 13 i stariji. Ta kultura nasilja dosta je vidljiva na TikToku, a najbolje se ogleda kroz trend muziku. Na primer: “opije, pa dobije šamare, b**a masna” Nucci",strah,strah,strah,true,true
19,18,1475069694377926660,#NisamPrijavila jer nisam kome da se obratim. Ćale me savetovao da ako slučajno ostanem trudna da nikako ne smem da abortiram jer posle toga sigurno više neću moći da imam dete.,strah,strah,strah,true,true
19,19,1475828252291878915,"#nisamprijavila
Jer mi je bio dugogodišnji prijatelj. Jer sam se bojala što će drugi reći.
Jer nisam htjela da me itko drukčije gleda zbog toga.
Jer sam bila mlada i nisam mislila da bi mi itko vjerovao.
I dalje šutim, i nikome nisam rekla.",strah,strah,strah,true,true
19,20,1475666867222163464,"Prijavila sam, ali poželjela da #NisamPrijavila jer mi je inspektor rekao ""ma to vam se on udvara na jedan poseban način""",gađenje,gađenje,bes,true,true
19,21,1475107918542479363,"Citam #NisamPrijavila i u glavi mi je samo moja baba kako place jer ju je deda maltretirao 50 godina, fizicki a o psihickom da ne pricam. Tolike traume da je dolazila svaki dan uplakana i zalila mi se da ga sanja kako je davi. Spava u drugoj sobi i zakljucava vrata u toku noci.",tuga,tuga,tuga,true,true
19,22,1475534095191089152,"#NisamPrijavila je prilika ne samo da se čuje glas žena koje su žrtve, i da svi stanu uz njih, nego i da se skrene pažnja na taj naš model odgajanja muškaraca koji su emotivni balvani.",,iščekivanje,bes,false,true
19,24,1475522956872888320,"U nastavku #NisamPrijavila serijala, drugovi iz odeljenja koji su nas devojčice ubeđivali da koketiramo sa profesorom ustava i prava građana koji je kasnije i uhapšen zbog pedofilije, kako on ne bi pitao za ocenu.",,gađenje,gađenje,false,true
19,25,1475079429684707332,"Strah i stid, sa jedne strane, kombinovan s neznanjem procedure prijave i postupanja, sa druge strane. I eto nas kod ovolikog  broja #NisamPrijavila. Prijavljeni slučajevi samo vrh ledenog brega nasilja.",strah,strah,strah,true,true
19,26,1475436359934484485,"Ova priča oko #NisamPrijavila  postaje toliko teška ali potrebna da se pročita i da ljudi, pa i ja među ostalima, shvatimo da je to stvarno i da se dešava u velikom broju.",,,tuga,false,false
19,27,1475153406847332353,"#NisamPrijavila jer nakon sto sam rekla majci, upitala me jesam li sigurna da me mozda nije samo stipkao. Imala sam samo 12 godina. To mi je bio stric.",,,tuga,false,false
19,28,1475199587069607942,Imam dvije kćerke i posle čitanja svega na #NisamPrijavila mislim da više ništa neće biti isto... Velika podrška i ljubav za sve vas! 🍀💕,,poverenje,strah,false,true
19,29,1475836566002180096,"Potom #nisamprijavila jer me je bilo stid,više nisam bila mala.Nisam jer sam se bojala da će da se sveti.Nisam jer sam u krug imala strah i stid.Nisam jer nisam verovala da postoji zaštita.Dok nisam smogla snage i zauzela se za sebe,sama. No,nisam.Drugi put. Detalja se ne sećam.",strah,strah,strah,true,true
19,30,1475762691490951169,Ех да сам добио динар за сваки пут кад су ми рекли #ПаТиСиМушко могао бих из свог џепа да искеширам кампању #NisamPrijavila са све рачуном мале врањанке из мека.,bes,bes,bes,true,true
19,31,1475433653341675523,"place mi se dok citam postove #NisamPrijavila i razmisljam koliko devojaka i zena iz manjih mesta i sela, koje ne koriste internet i ne znaju ni sta je tviter, prozivljava zlostavljanje.",tuga,tuga,tuga,true,true
19,32,1475428973937057796,"Jedan od top 3 najdebilnija komentara koja sam videla tokom ovog #NisamPrijavila pokreta je onaj “Niko ne zaslužuje naravno, ali zaboga pa šta si očekivala od lika koji deluje tako i tako..?” Šta je s vama jel ste bolesni?",bes,bes,bes,true,true
19,33,1475737923953831938,"stav da je #NisamPrijavila obeshrabrivanje žena je nešto najgluplje što sam ovde pročitala. nekoj ženi je dovoljno što može da ispriča svoju priču, da joj se poveruje i da vidi da postoji mreža podrške.",bes,bes,bes,true,true
19,34,1475193173802692609,Bojim se da najteže priče sa #NisamPrijavio #NisamPrijavila nikada nećemo pročitati,strah,strah,strah,true,true
19,37,1475341359934590977,"u pričama pod #NisamPrijavila je ispričano puno toga, ali da je tolika stopa incesta i pedofilije... ljudi raspašću se",tuga,tuga,iznenađenje,true,true
19,38,1475243336692871169,"@[user] Problem nastaje kada sam pametna i sednem u auto sa poznatim momkom, a desi se baš o čemu pričamo ceo ovaj dan. Tužno je što ne shvatate kontekst priče i zbog ovakvih komentara devojke nisu prijavile. #NisamPrijavila",tuga,tuga,tuga,true,true
19,39,1475400656588521479,"ako ti padne na pamet da osudiš neku od skoro DESET HILJADA žena koje su u poslednja dva dana podelile #nisamprijavila objavu, pročitaj bar jednu ispovest ponovo i zamisli da ju je napisala tvoja majka, sestra ili ćerka.",bes,bes,bes,true,true
19,41,1475233341012164620,знате паскалову опкладу то је оно као 50% су шансе да бог постоји више ти се исплати да живиш живот у складу са тиме да бог постоји па ако не постоји ником ништа а ако постоји добијаш добру позицију у загробном животу е тако ми пролази кроз главу док слушам овај #nisamprijavila,,Emocionalno neutralno,iščekivanje,false,false
19,42,1475415993635717123,Ukoliko ne razumete haštag #nisamprijavila onda ste upravo vi razlog zbog čega on postoji.,bes,bes,bes,true,true
19,43,1475428354648072193,"A zašto #NisamPrijavila policiji? Kad su došli na uvidjaj nakon pljačke, moju izjavu su pisali u paragon blok, rekli ""pa i nije pametno da cura poput tebe živi sama"", nikad se nisu ni javili niti su ikakav službeni zapisnik sacinili o pljački. Tko mi je kriv što živim sama?",bes,bes,bes,true,true
19,44,1475610509797904393,"#NisamPrijavila 1.Seksualno nasilje jos u osnovnoj skoli, kada su me decaci ""hvatali"" za guzu. 2. Emocijalno i fizicko nasilje u vezi dok sam bila srednjoskolac, jer me je bilo strah da priznam. A 3. tokom studija; jesam prijavila, ali on nikada nije odgovarao, jer mu znaju tatu!",bes,bes,strah,true,true
19,45,1475039158380945409,"#NisamPrijavila jer mi je bio dečko, pa se to jelte ne računa",,bes,tuga,false,true
19,47,1475377646452326404,"Јбт ово #NisamPrijavila је страшна прича, некако ми никада неће бити јасно, како ти људи што врше то насиље, не почну о тога, да их је мајка родила, па бар због тога неко поштовање, а тек они који имају сестру, стварно одвратно",gađenje,gađenje,gađenje,true,true
19,48,1475081101081288707,"#NisamPrijavila kad je on nju tukao, a onda ona mene zato što je sramota iznositi iz kuće, a tata nas voli, samo je nervozan. batine su prestale, ali je zlostavljanje nastavljeno, najčešće je bila lujka. da sam prijavila, možda bi ona bila živa danas, možda se ne bi ubila.",tuga,tuga,tuga,true,true
19,49,1479541501583577091,"Do juče su se zgražavale na priče iz #NisamPrijavila , a danas pišu da je Duško trebao još ranije da počne da bije Karleušu…ŽENA JE ŽENI NAJVEĆI NEPRIJATELJ!!!",bes,bes,bes,true,true
20,0,1475553486750240775,"važan je #NisamPrijavila i zbog toga što sa mužem već dva dana pričam kako sve možemo da osnažimo ćerku da nikad ne pomisli da nešto ne treba ili ne sme da nam kaže. ona ima samo 4 godine, ali sve ovo je promenilo njenog i mnoge druge tate.",poverenje,poverenje,strah,true,true
20,1,1475436142443077632,"Uuh,koliko sam ja zapravo jedna srećna žena.
Čitam ove priče #NisamPrijavila i ne mogu da verujem🥺😢

Osnaživanje,kao podrška ženama koje trpe bilo kakvo nasilje treba da dolazi od celokupne zajednice.Porodica,prijatelji,društvo mora da reaguje i obezbedi ženi siguran prostor,⬇️",,iznenađenje,tuga,false,true
20,2,1475064010559139840,#NisamPrijavila - hešteg godine,Emocionalno neutralno,Emocionalno neutralno,radost,false,false
20,3,1475260969995677698,"#NisamPrijavila, jer kad se desilo, nisam imala kome.
#NisamPrijavila, jer kada sam imala kome, bojala sam se da mi neće verovati.
#NisamPrijavila i neću ali #NisamZaboravila i neću nikad. 
Mojoj ćerki sam objasnila da, NIKAD, ne dozvoli da joj bilo ko uradi nešto što ne želi!!!",bes,bes,strah,true,true
20,4,1475545459565514753,Sve se slazem treba podici nivo svesti #NisamPrijavila ali svi preskacu #DanielaSteinfeld vi ste poverovali njihovom sudu i oslobodili ga,bes,bes,bes,true,true
20,5,1475267795302719491,"Išamarajte se dok vam zubi ne ispadnu vi koji mislite da je nečija odjeća legitiman povod za silovanje. 

Puna podrška za #NisamPrijavila.",bes,bes,bes,true,true
20,6,1475096340426280966,"#nisamprijavila jutro posle silovanja, jer sam bila slomljena, i njihovo neverovanje i osudu da lažem ne bih preživela. Kada sam progovorila, pa bila prinuđena da učestvujem u predustražnom postupku, uprkos pregršt dokaza, desilo se isto. Samo, sada me ne mogu slomiti. #nisisama",,strah,bes,false,true
20,7,1475037536984707081,"Ovo sa #NisamPrijavila toliko kopa po najdubljim strahovima i intimi da se ujedno divim svakoj ženi koja to napiše, ali sam i doslovno prestravljen brojem i sadržajem objava. Mogu samo da zamislim kako je tek u onim svetovima bez mreža.",tuga,tuga,strah,true,true
20,9,1475059272153243648,Čitam ispovesti #NisamPrijavila i ridam.,tuga,tuga,tuga,true,true
20,10,1475239569578733570,"Uh ne mogu vam ja noćas ovo #NisamPrijavila 🥺 pretužna je svaka priča, još tužnije su one koje su prijavile a kao da nijesu, tužno je biti žena na Balkanu oduvijek i zauvijek! Ljubav za sve moje žene na tw. ❤️🥰😘",tuga,tuga,tuga,true,true
20,11,1475091292283674628,"#nisamprijavila kada sam bila izbacena iz kuce, a nisam imala gde da odem jer me je izolovala od svih prijatelja",tuga,tuga,tuga,true,true
20,12,1475161371201441795,"#Nisamprijavila jer u ovom društvu JESI SAMA. 

Podrška svim ženama koje istupaju u ovoj godini boreći se u ime svih za bolje i pravednije društvo!",bes,bes,bes,true,true
20,13,1475050071989231622,"čitam ove #nisamprijavila tvitove i grozim se društva kojem je to sve normalno.
nadaš se da nije toliko posvuda. a onda se sjetiš da brišemo murale malog princa da bi nacrtali tenk.
sve je nakrivo ovdje.",gađenje,gađenje,gađenje,true,true
20,14,1475483501642330116,"Na današnjem meniju otkrijte nasilnike koji se sami prezentuju  kontrakomentarima, osuđivanjima pa čak i podsmijavanjem u postovima #NisamPrijavila",gađenje,gađenje,bes,true,true
20,15,1475139226203209733,"#NisamPrijavila jer sam bila mala da razumem, i i dan danas nikome nisam rekla jer me je bilo sramota da opišem šta mi se tada desilo. Godinama sam trčala od ulaza do stana da ne bih opet doživela isto...",strah,strah,strah,true,true
20,16,1475470341438951435,"Drugi put kad čujem ""ne svi muškarci"", odgovorit ću sa ""ne svi morski psi"".

Jer vjerojatnost da te usmrti morski pas (vrsta koju smo kolektivno proglasili opasnom) je 1:3 700 000, a vjerojatnost da kao žena doživiš seksualno zlostavljanje tijekom života je 1:4.

#NisamPrijavila",bes,bes,bes,true,true
20,17,1475131195067449358,"#NisamPrijavila Ne, ne sviđa mi se tekst Biljane Srbljanović zbog poslednjeg pasusa jer smatram da je ovu užasnu temu zloubotrebila za politički obračun sa nekom davnom vlašću, a pri tome ni reči o sadašnjoj koja je nasilje uvela i svesno ga podstiče u svakom segmentu društva.",bes,bes,bes,true,true
20,18,1475045125764141059,"Pokusala sam u 2 navrata da citam #nisamprijavila ali bukvalno nisam mogla. Taj osjecaj anksioznosti straha, bjesa, nemoci, bola u zelucu, preznajanja koji mi se javlja samo dok citam ovo duplira mi se od pomisli da su ovo stvarne, prozivljene price.",tuga,tuga,strah,true,true
20,20,1475078194269204491,"Zabolelo me je svako 'mislilala sam da sam ja kriva' iz #nisamprijavila tvitova. Ne draga, nisi ti kriva. Mi kao društvo smo krivi. Krivi smo što dozvoljavamo da se devojčice uče 'da su dečaci takvi i da je to normalno'. Odatle počinje.",tuga,tuga,tuga,true,true
20,21,1475156019256905736,"#NisamPrijavila jer sam imala oko 11 godina kada me je čovek u crnom pratio svakoga dana od muzičke škole pa do baleta,u sred dana.Odmah sam rekla roditeljima i od tada je tata dolazio i po mene i po drugarice.Tada su drugarice rekle da se to njima dogadja već neko vreme,",,poverenje,strah,false,true
20,22,1475147488021651456,"Treba imati snage... svaka čast i puna podrška za #NisamPrijavila !!!

Neka izgori sve što ionako nije zaslužilo biti više od tog pepela",,bes,bes,false,true
20,23,1475244623249428483,"Svaka cast ovim divnim damama na tw sto su podelile svoju ispovest na temu #nisamprijavila mozda se bar malo nesto pomeri vezano za zastitu zena... Hvala na hrabrosti, treba stisnuti petlju i reci, ne moze ni to svako👏👏👏",,,radost,false,false
20,24,1475529705394683906,@[user] Zahvaljujuci kampanji #NisamPrijavila saznaces. To i jeste cilj.,,Emocionalno neutralno,iščekivanje,false,false
